timestamp,src_ip,dst_ip,src_port,dst_port,txid,input_addresses,output_addresses,input_amounts,output_amounts,fee,script_type,geo_country,is_labeled_suspicious,attack_type
2026-08-03 21:10:09,88.214.227.210,195.127.63.156,65123,8333,afca58539e18ce74f91468e14ca0cc3369efff87343716a47b5807b1af7450c7,1VOVLWwxs3Pm2isFat7YfjwTW8YDbqmDYJ|33WnbWiKBtcHHN8jtkSL5yjskrVp17bjIo|1CzZERxBcYMnoEFhrifK50z7vHqvwbUiuM,3GFI9XtFnWlhacT9A0Ygz5Vibf0U1CgdoW,0.40989414|0.11797614|0.47764981,1.00521929,0.0003008,P2SH,PL,False,Normal_P2P
2026-08-03 21:11:13,24.199.75.118,16.189.96.233,58395,18332,615254a6794071323c193c73e5be922f1c556e3fe2658112232e7ea08b0580a5,308zRGsYvskrTI9m6vmUMgwWXmn3mfy7uf|1GfIPrrRmcEGjEROcdQlWh8P93L1Iu5miJ,3mYXETJMj7DqJYFSbpXRm9SVS19I8IUPBD,0.33785592|0.68993607,1.02760636,0.00018563,P2WPKH,MD,False,Normal_P2P
2026-08-03 23:14:41,87.69.240.151,173.103.242.85,59308,8332,8c22727e6b7a7a2bdcf15c16a14495cca0b2d0e57590f608accbd256acc3f154,bc1qIMRyzUri650VJUoDfOpxlPEUlT2b0UeWaeMFWl|1j8eLCVaOeiNbiIL3kssghC12Dap8hOS5b,3oc74dGfIMq92H3slUyyDmBhQ0r9jN3xO6,0.00469479|0.01510038,0.01949899,0.00029618,P2WPKH,ET,False,Normal_P2P
2026-08-04 00:25:05,179.179.94.203,170.194.164.2,9150,18332,803a863b748053f9f48a8679edb404f7d3b9a1b9f8adaa1973aab4e0241f0899,3N7JP3KMIi8aSpj21X8vG8iGL2D0joIBCr|3CL7htFAq4GjaGS0tN2RXrJjOn8ATwISUk|3ZsGg8lay0n74ffY5XfHjW2ZYIzIZ55oCi|bc1qDBFJ82oQJcYVAZ2SMBPIY9KReXAtmG92HMcCnF|3KtLIsFLSyzIFIBmbjbDeoyghNPb0THYg5|bc1qWGxOVFiYOE4yV7chCiDjIyLorRP0PLCcScECM1|bc1q19lvBXBTV0O2guNQVB4wNGMPTGSrcwFm8ttDd5|1U68X0mHBuUYWLUKB2MH2iNsWqAszDYbVo|3SAsbA6MDVFmhKEC4LRjBgyIUSiZuwRskY|1kf0TevTHKXbCmsxDpkhUJHO5ET5LABu63|1FfJeZr9oVZPx3RpIRYrThY1HrNom5YA0v|bc1qbTKRlIlxCLxzBeityok6bXZiRnMHe9S8I3EMbD|3MuNrzrbkp1dsyw2iYYgxEhnJWw4xLuKjl|bc1qB0qfLb584HalXvT8ZWqrQ2yiHHJsU7e5rTRxDJ|1jfqWCGKtd2aatpEAfmRXFdSH7fmffeoDz,bc1qgXEIIgMzGAhV0zHZiAJm5SxqRmzdmlF28QuRP4|1kTfWbzctpTJb8y3mTiiic9o8iPcxOfPMc|1hmHmJlNwG7hnpLu1QunlyVsBXkKAlkdY6|1BCPM1pPIMkDozWulx7wu0qVyjW2FMzsqW|3nzKwrB9qVAtomJQ5hNVIvpr2R9EKsvfN1|bc1q56UHnq6rIFAPbWyHsDNMUVWef1PFg3FmCbbXDx|3QWV6qMY74b3xrmihrWKsVyuriJZk0sUmY|bc1qgi51K3ayJFP9gNRxsCMBPz3nuLc7gvVbySJqKV|1mo8n4zDX7qXrZHQfdeALc94fy8JSPfb0O|13cGZzzh49UeMcsh0mFUuI39mmARJPE6Km|bc1qxeWgRfEmiRKt0bi4Pa8GXffiH0siERVL8DFEsA|bc1qeI7cNs8OxW9kNhrcSfuuzP7leHYu9kOT3aNrSe|bc1qCHRrG4ALF8L8bg9RvB64mwF20lNfjzVwwq2DPf|bc1q5gn9xO71qWFWga88zHdq8VEHazlSh1Oiijkjar|31GwLKbqcUqLhxWR6vb0Wm765kNK5a5rN6|32hVVfOrIXr2hcfFILbnv8ISb9CKhjnOSS,1.03020445|1.00494056|1.04013412|1.0286201|1.00436607|1.04833983|1.00377724|1.00650136|1.04678754|1.00794876|1.01703197|1.04540412|1.04915264|1.01482141|1.00671761,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0.35281303,0.00193475,P2WPKH,KN,True,CoinJoin_Mixer
2026-08-04 01:45:49,194.229.92.77,192.179.12.57,3128,18332,cdee6553513d5553d7c0c6ef78bedc42383aa55af731e307efdc63e92da9c47c,3QLOzFTsfQobthDMi0Uqu2ohl1Zq8ArceT,1SMbKUaOaHIRfMyzbtVk8a3jVq1WzhASMF,0.46385326,0.37861798,0.08523528,P2WPKH,ZA,True,Fee_Spike
2026-08-04 02:03:02,82.60.36.124,217.167.28.130,1080,18332,6a051620e3f26a532b9d516943cb6f966711f4831e1faa364e69ad05825f52e4,bc1qkX9aP69LbkEvzfBableyeD7vFCPBrfaie7Gf8C,35P0HZ1amrWPFrBUB19Ehf9oKzo0ALb7aa,0.10976217,0.08954706,0.02021511,P2PKH,UZ,True,Fee_Spike
2026-08-04 02:21:57,34.230.7.51,132.20.164.116,53859,8332,5256d36c3607210bd518e3ac1db239a1912bcfa5deadf9aa6e865964a1826b79,bc1qRBdRmXpkiY6VM4PP454vxmDMtP5LJaWGjfXaH2,1Yj1WsCjfcyuvdqHzRSbknRfEgGXGwjNw2|17qwDpmfDTpcgXSRJbJUoMedPcwYyPYCkE|17usvIu92jWUaHlrQrOi2WFxzEkh09SqCV|3KLJb1VeDHvK9KT5TVYE9S51wo3aucTe0w|3Vz31GVQGyQEnG01hrYCZJvUC5j3t8RR0L|bc1qHAfKmJxk7BaYoTVQ31WrWGJuuVuuGsFSewtOIC|bc1q3V4rSJKjCYr3yjuOA08SUY5MfueqY5f4EeELFc|1i5W2AqKMzSJstMAvWatwgtXcKBMRxLw6O|1Zwlq4fRHmHFckp3G8w876BnzCZotfj9SX,20.80886115,1.09251252|0.30020787|1.93866788|0.200333|3.62533415|1.84307528|0.16396848|0.63672129|11.00382448,0.0042162,P2WPKH,BH,True,FanOut_Dispersal
2026-08-04 02:36:24,179.152.218.17,135.12.118.110,53376,18333,d29f33026a4b1b2c34b793835ab80836e8587fab91da9a1a24fb8eb6eebfb3fe,17FZ07DR3yffeNzmeb0REzO9u3RmFRje2t,3fZmgSOR5a0iv0uyICcMvHMdFaGUDK4ISe,1.31486898,1.31457924,0.00028974,P2SH,JM,False,Normal_P2P
2026-08-04 02:48:38,150.245.159.83,134.247.29.42,55121,8332,f33d9e006d68fba5e99eb5bc939efc700624b94767b7338099d90c94fb8b844d,bc1qQBkn8ZOCyP6iLFUntjZCqnx8qdUR1aWNmmmen0,3kGD0r716oWcPdIwQttQ8sVMsfYkPypotC|bc1qSYQZFiD2klENsZ6aYEDAz0NXutSIVeeSMHH8rr|1LGjzYPH0HzV50lHtVh0UpX9qnAzGNf2Ie|3GGP7i6IiHpB2g4XobUkAUiSPKCQoy5VLI|bc1qiXa9TtwbcMoS9K5dUemOVjzZt8P9muBYuP7z7O|bc1q3znJromVgClrQCxTDb7m05kasKkF0E00wZYUn8|1qVgrmyiOROpHf7Y3LmfOqyYMpIIU3yLmm|335Wz9r0pkKyvScpZ3Bxe5u5Pm0aqLf8zU|bc1qN4egt3RMPMghIRaW708MRHsrNgrckEk0PTq4Sl|bc1qXx8J8wtUBsBK0LeHImQ18sbYEZHLCrEyxkI5NO|bc1qYzltfQEnyPMHjGEaOp858uIhuktQi4B8WFhJ3n|1Sw1VoRe6iqLSRvDtvXyBsUIjW8oTBnbcC|3r5DYG24PwQVFdA99LkZTL6kyu5u9MyrSm|bc1qbaxVbr2yXV82al8DyGI0HlDQb0H1fFY9BoBZ1t|bc1qYwAnZutFkXlJw2OfMszgfTUiRWB6Qg7cK7zura,24.38271178,3.05756233|2.36318557|1.12401843|0.51096176|1.19215337|1.49570686|1.41644898|1.71651238|0.5671676|1.39539807|0.38511262|0.87642778|1.103143|0.59302155|6.58291162,0.00297986,P2WPKH,UZ,True,FanOut_Dispersal
2026-08-04 03:03:01,222.154.16.88,185.132.179.49,62883,18332,1cf7026bee407c20127a12c581a271e2d158648a423da2fbb2937fb575f7e7e4,bc1q0hcsTPknXXA1JYtvJgSajCLoUN64IaMoiyQeM4,3OzhOu1UzXujpIKaGj5jwJ12tz6GqTmmKm,0.70921558,0.70875643,0.00045915,P2PKH,EC,False,Normal_P2P
2026-08-04 03:06:21,186.241.155.14,43.108.79.122,52720,8332,354c972c1ef5a9bf334d31d26c70416667f3fd17ec552d348a162af20c19c1f7,3UyIdDUYfrdRpBu1hQjgFg6si6FrSnvlMh,bc1qxr2vzi85aMiYWRe2BuacduAyI5Pcz3bLt6giAm|1uyYm1H8zez6CKZ2VruZdNAVnAjrFxMMeZ|bc1q0E0cnO8BMKT1ZTL1kp0llhFuLLkrDAY47Xy9dR|3z2D5jyFUfXfYYnkwmdzNkSR3ZIYoP3hsS|1uSEsiuOPLhDdIWRgS7oROz8mr4eed0Yi4|1xW7mXELMpnvSBio7GSCbgHhaMhcS231id|3FqDc9CKOD4nM7Q6fIqK8utAIJyOH3l4pm|36oXgNGQLwxdYth9m2NQtL3DWtRf3Jzace|bc1q4MpoLVvoheXLuGWAC5eXrO55XVykgOrsSVok0D|bc1qXPHbGPvSn8JtEbJQ8G84kUhf2ZCyCmO5eSyaUE|bc1q4e8fLwMNQWiYTKjGZjvsEB09kwPw9ipipSDlau|3PwEmfdPvkdcnIWIS6NgbzuzcE5FXnUxXo,17.47399392,2.70129213|0.6868979|1.76028689|0.80392619|1.40043711|0.51262609|1.51335717|0.9988302|1.16948173|0.94573533|0.20887205|4.7684199,0.00383123,P2WPKH,MH,True,FanOut_Dispersal
2026-08-04 03:43:26,180.149.116.84,216.158.236.21,8332,8333,71a5296acb085a24001a588a0ff8294cf762cb8eaa3992b248dded34ff2e32de,19DV2lvU8QC47WTNNaWKMnMHpknEbB9sgW,1F2PoolMiningXyz,301.00715375,301.00644717,0.00070658,P2WPKH,MC,False,Whitelisted_Institutional
2026-08-04 04:20:25,110.131.98.156,125.161.70.13,64873,18333,9bf43661351dade56451a402a63b41bbf618b443ed095b3aa852ef7faf3ff99c,bc1qOC63nHJAG6hI7WwynNrbSvqtsc6a7DgloFThf2|bc1q2Fy16d7byItIuclEGjjeYxJLWVbz7NRoGMR5Y0,1tMMOwvr4fGUk0c0HgtyGVl3Rffpmf47Wy,0.22139576|0.52857732,0.74956914,0.00040394,P2PKH,AM,False,Normal_P2P
2026-08-04 04:36:01,216.192.121.61,213.144.45.126,55573,18332,cded0c514af2e5d8dc97b6ac4262289c8c91ea52bf07d5773ed2bc45e26badfc,1PzwWvCMWgzXTueWF55XgyBVlfKH77NNEi,1GmcXYQi2GSaKvheVYl14Yomd22OvIqqHe|bc1qt7QqVts1roZ0y46YVkVKJ1TR5gbK54AI8zgQXQ|3eYy3ZZVd0DNg8vkEQ5IwS6nz2keF0PkEx|bc1qlUBNWVNzhlNrAeMZMveZm4pQx6BaWV7lLsBvlq|bc1q2pfi0bZ2NnPkfZ7dMTWoSOxvNRLUBgcv0tleFh|3BY2EYVSW0aVbrQnH5PtAj43lGCv70sgvX|3kXiwGSWPUqgPrQrTWUy12hedVUBijypxV|1OiegXAvriGx1BlYlxK1yAae6pJ8TmON1s|bc1qK5rlGABL6l9NKjtUbayX1LUJn7tasXaQT4CYeD|1N0U3rz0xJr6ppES6sILgDqBNJSnYYzByj|bc1qDlZW7i4h6P5Dg7wX8ozDfril4ajYnpaVucdHmp|3OySHgy4e8v1VzRG5hvNsUkcgmtkW8jiuT|1pOYvyFmketw6wRbcy5xbehNIb2nPKJC99|bc1qcQGXHZIUTUWG7GdZxxtvcknwZ1PebUHm0G29cE|1Yz8f9pCZf6slqi3ffjgVWwHOwbEn2hHrQ,20.13425489,0.87629922|0.67837053|0.8673711|0.21709415|0.67157473|0.34044667|2.1400486|1.77728219|1.18236581|0.03981276|0.16367413|1.03206555|0.76223415|0.62009757|8.76421704,0.00130069,P2WPKH,MT,True,FanOut_Dispersal
2026-08-04 04:45:35,188.184.46.242,218.131.155.249,3128,8332,b9d995af05eb6d0ac1816cf8ba353dcafbdd2162439aafc59941c09ba951fadd,bc1qj5jcS52YA4KcXYzGRjkRBd5PL9DnQsOlPLKTin|34dknQmTyKCAN4sbNqkhMqX7UEb1x8ky8T|bc1q4WIuZtjZKXa7YTdj9FWJ7JXZNISzyJabNvV3lv|3Tbkn9gp6fZ5oBCk4R3c82NvlMXa6J9LBT|bc1q0cqwgvLT1kZIBrcgt8qQ14GEJvWu6LZihOCVcd|bc1qGPtDzoaM8KDNggt9JV3sC6xYCguWrzx7IZmBxo|1ORfzGKx2t4hGsHtNqTkfhfk55GRWJVqdf|1cfCsqI9QJfKY2lFlepXHqWUFbEKCNwqlR|1ultC6x2NZPyBM5aWkCiUoh5O8FzQm8Uro|362ck3bmF9y1F7Ir5jGAix8Sr3g22YCdru|3oELyNZA3V1pGaQaNKHADXiqttajlkhHyb|3YYV4SjkisieVydnGNfUKKHP9kQlk6sU9h|bc1qJfFfFm64oo6QSQlWvwsBjbdqFLQMEqp4OM1mnp|3OGWBqnTU39yaOIa6E7UxV7wG47T4t0oun|1E87lH5U4sPuKrZxgLCTGjPcLyrcJMjqiC|3hBp8je0Q6dBNuyCspg3CssQWWIcR6REE3|bc1qSdbkrU0nPa5InhHXhttQ9mMd0F1aUqg5BnjSwR|3IF14HVHRJ9CikK2DcK4oXP0y2fclrACzm|1VH0J4UHDCxLHz2pZKhvcvPB8u3oT9UGiF,10bkT55lQZjQ0kWT5Po1Rnex7ojCUXBCCO|bc1qRzvRsyTNB3UMXoQHBMFfRUyjhfEUyboZa5HdWb|30Do29G8TmNeHQc4ldFMoPj8qswOv8V46B|3RZrXYTCYCb5IBVUhaVhDLGkCfItS10mbE|3ILk8kfkzt4SIwDc7ykuZgmti7FroPXl4p|bc1q31vRdqlIejVhs4yz4OFb8EKqMn9vnz3HXGsOST|3I18IYejF89UvWu4qxyrQN40Rd2cC1IR8M|1i7vWOthkM3YP2lDx2QJwtaQCtipA7jMBE|1I7temaAzD5aRZ7CCiMSErayrPwpQle6wu|bc1qZUrs8qlhnuyRiK83fEs6FzzpHcHyca60oPgxlB|35e8HZumNUpQ8gluGSLwuYmDLDHFfSFcze|bc1qIUFBNRmlDCFutrDQbcVXTIFlHxzUS50Rt8eZAj|3dfNY9kyUIfdwBYjcuyYAVrSzyQNImjEuY|1FmXofKOwruJkX7ka6yAmEBRfJb05ab3Uy|1CaSZXtMR3y87RWvjTV5kdfi2h7wC98jD7|31U4xrLWnbYdU2cBU4tbn94qhUaH1m57n1|bc1qoLxgEebUNCggrTzxQI4lSP27iGbYrM09nw5O8e|1OPJf5KKil3JoaVyqTdXMrpQKgtVeiNmHD|bc1qCpUA06e7g2czEDicdrAsv6R6GYlM7NYrffv1EL|bc1q2f2NdCbsma6yCpkvHCTnoRyX1uAWsnoUT3oaq6,0.53663169|0.54203875|0.52259308|0.53052573|0.50404478|0.55090925|0.54325721|0.51473817|0.5277313|0.52656123|0.53746181|0.51881659|0.52812863|0.54052843|0.54055705|0.53813827|0.54883252|0.53343289|0.53064336,0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.61414066,0.00143008,P2WPKH,SN,True,CoinJoin_Mixer
2026-08-04 05:18:32,190.38.190.68,155.229.138.32,55831,8333,8062feb1b8e6b3e078f8a1ef8f63365d00ce9b505ef02522312850f3ff71f729,3ubk5HTuFmkgsm7fnOT9R9eBePNd9oXVqM,3mCcMz5catWZoBlUyqu9ysV32fK4tyo1PE|1VeEulLkCXKzsij2L5ppIu17yExEjq4wGY|1BaKn9rFTXDn0gZJ0zzNb6DwuddYEwMQOa|32MIonXqQnDBkZokizSFrJqEz2LTV6T2Fi|3bDXFWMvFNP5PbXYbHSqMoSB9WuhELiEXQ|bc1qRl3gtvjdfMJWl5BwfPuRWeayWsKugmAYaTvC0N|3ys7eQFn3OClJKfqy51W6AR1v4dx21OwM6|bc1qe7xZKzTix8JJXQ0oPTmQ8sgzAhDVRqlgls7gSK,14.16857966,1.69897803|3.0336226|0.21940445|1.68784058|1.50968715|0.86736409|1.18029923|3.96920851,0.00217502,P2WPKH,RW,True,FanOut_Dispersal
2026-08-04 05:53:25,129.218.73.96,76.216.181.29,60352,18332,60b3d7772336d73e61cc71978e5ab8a3f2e570ff7fc67eba9d38b0acbf81d6dd,3ePVzfCeSa1Bj09vZzD2Rt2ORCBtnDv8R6,bc1qbr3Zg1auHsa0oHbDQkyaLyH01k8L3ThaM8UkXR|bc1qoWBv9FJx6Z9yx1rA7LtSAjwYoUKdnGWWYSkJRE|1XeGf9PajmFsr27ZUbY7lGUH76GZ4d1Vff|bc1qJ5EbfvbtuXGp4DHGZWo6crQppMuHYAbRhhvJfO|1hf1MJkAA9ZZL7Ulsas5wFREy18lkWxrsY|15njhRX3NnvGF2SrUciWJJkBu9lHChXQ3t|1fShTeuBWVN4TS3FrieMRp04D9JgX4rwCC|1FMmVigV35ZR7hyEeuTPKiKy8yfk34H2y6,22.81567917,0.07040659|3.30099511|1.8354982|0.89738127|1.99249411|0.5715433|0.4206366|13.72331432,0.00340967,P2WPKH,HU,True,FanOut_Dispersal
2026-08-04 06:35:04,163.199.117.85,130.30.39.188,61029,18332,581504b7b7efe3ca424e28c191f5311fcfe6174259b688210a7800cdfcc908b9,1b6kLSjvudkLwO1HDpCyyB5Ob9KggDvwQn|bc1qF4dJXtevbbwSZr6lMHJapw5F4HXkYpmQyO9aES|3WsWSvjx0LsPrULW5JpjulN2WTeFnK4mk5,bc1qNmvaUwnHjNOizFaQvJlAQPCbgSJ2EosdYYQeZS,0.38044534|0.08795453|0.47431812,0.94262163,9.636e-05,P2WPKH,BS,False,Normal_P2P
2026-08-04 06:42:10,201.158.219.145,209.44.73.217,57532,8332,f72d0477694e03db097ebdb1205300fc727cdc58c03c6475ab77f3d45c704aee,1UFs4icAD6E1GQ51yZc8eSLDU5Lo8zJvfg,11qgrkrv999hJz51lvMDcji9ckDKHMdYqG|3l9R2Te8UWVLoL3S7VLhUcwlBV8gQiAOXG|1JWfAycIx97M0jflvSBYzqlZMjF6MFN2VH|1M2O09VOFEHMAWWYBF3CpFsJnNubXAOoRH|3TNUtHPPGMjqvPJXi7tPl4IYCxopeAuyky|31JWigK8dQGoCCo13BKFada0oKcKwN5NaC|bc1qIZDJeKI0rzjwMpWkmEfLBKSPUDXcFaPGKKZ6YQ|3b4ENRoMva902LQiPkVKnL5Q0MOSveZXOT|3LGwCdsivFYBDisobktxyz09IxJgpnpGyT|3I0tDWocWhEX9cSolAeEfKyVsisYZfhh0T,20.34844625,2.04670169|0.71321143|2.55461558|1.23384181|0.44841234|1.82479408|0.31941746|0.05671293|2.11573827|9.0320082,0.00299246,P2WPKH,ST,True,FanOut_Dispersal
2026-08-04 07:38:58,167.249.104.215,192.137.223.251,58547,8332,19ab235676b3802cc75b68bf8c20e40b6b35e17e5a49c0a7e0d030ee1c854a57,1hdnSYTm4mMVm5ujrpaWrKS6OOHf4QEuBq|3o1FknFcyk1QomjzGehdanzqe5IwEzsYx7,31ZLTHEYlnMBWZkE0xo81bL2vSIEQZucjZ,0.1007255|1.59889638,1.69913236,0.00048952,P2WPKH,LT,False,Normal_P2P
2026-08-04 07:39:14,219.145.45.101,194.229.239.247,57935,8333,ed202fe8de1b17658fcb341ced79ad6d72a524358940c557c1b1a37883268e76,3J5rhrA7gHG22QRchl0JZvlCwJO5QS6hIB|bc1qN6zzVoKEqeNBNuSbWgEoPNaG9mGFYqo5oh9mXO,30IZObfGCHsrpnl53Pj5WkhHLbEdsadtVP,0.26249607|0.68974861,0.95196397,0.00028071,P2SH,NL,False,Normal_P2P
2026-08-04 07:46:56,222.3.181.182,6.241.17.62,65177,8332,856dd35f15c798ffc3f5e5cf75ec055e35be3abcca54392adda0603a6782a774,bc1qz7XXkvtJvtaSukp3pMU4ejknw24Lkw6UBw7M2e|3oQHf28n9WdYpAx3Hy6A4zc0th58cPLSBM|1FEWy4ighbTEDbc0q4xHnVwIznK1up0YWN,36XbuCAhDQKM3tkilXUkNEAlwu35H8Ljlu,0.5699906|0.14760763|0.63213137,1.34957859,0.00015101,P2PKH,LV,False,Normal_P2P
2026-08-04 08:12:34,174.123.180.8,86.210.37.135,8333,8332,6e9e53d10a3350191778d6fe45de75a5f2fb2ae02bf985e7f2d09c08fd34e300,1PKZVBrlhchwy1x4kgtUERV56HbNoY77Cz,3KrakenDeposit,298.60612005,298.60561744,0.00050261,P2WPKH,AL,False,Whitelisted_Institutional
2026-08-04 08:33:28,214.168.211.150,135.54.34.120,49338,8332,495a073f2c1c511a0cc1fe4f0fe66169693745d003b84d816b57dc1d8bbb90f9,bc1qAEzi3vAmhcyoWVsogEH9eqLAFS7K1kSfHMk2zt|bc1qnTCcqH8H54LhZWGhKTeuTMMWRLVGPPY1PpKJl9,3oNz0bHME7io395mfWoChIIvNxBzMQQKda,0.02767167|1.37274087,1.4001076,0.00030494,P2SH,LA,False,Normal_P2P
2026-08-04 08:37:02,130.160.29.187,168.96.96.236,1080,18333,b05872a37d2c08cc0ba0fe2f393ad882d27b3fd3d1e5573d98af09ebc9726abc,1slZK14KZ7fl9WqblGH4OQ9FttvFv6gbUV|3ObYzbunwV3K6Z8X8EkaMTZwCKBI8Mf0BG|1sDnBg7uRiLvPIo9msXUQUSvp6xBqyUxWg|1irgYlvB9oJBwpBwovXZqLlFCuhoN3sPwI|1UnE3XNtQveO5DdUvggTnGpn5RzeYmQ1UN|bc1qqECPbkKZPXMULWdhHJ0wH55o0HgBec58EZ5IEu|1rN0BTIdJUzoxMAjjWPRfI8lD60VR0ePWk|bc1qtjmQncpMm5Ak1iacRYrkMrqDIV2nDcATTb27Qv|3biY7tIsZBVgcBTIHzHPH9hrd7s0lFJ2uN|bc1qD82nBSCCWZNg71PM1mWpxdJYE7927j8iqxXYM2|1UPMizgD1y7aX9tRIYKCKHYtgSyxyPVwAO|bc1qp8bXFUIudxsYnSvxk7VQcv3v9fULC9QIxc9MAu|3B2KCT5KyTQnsfqE9K2Au1Q0yut3XlOh0M|1vxAKyITLwnjzyr5K5dWgd7GhggDqPZKAy|3iCRbWeMOkHHgiX8Fv9O2bwDeGiIPccqme|11Xbyu2HJWrVD6Mqme8ZA4HJUnN8p0Z369|1ruVzut5JadPDKnvXj2Sxley0d380HyT1g|18XfjdWFj60X0fQlhE30wul6tsntWkin2g|3LHw1vd1wMe5rHA3Qg4oqCbgn9jassmHhW|14h0LKkCc0DTjMxnXuwmjsb9TF2QqlUyK7,1oMElA0DDZl4MHoOSHfxDwBoFzT4IMhmuy|3N4iJ64SLPzIdck6yOKkKBA6LBfA3HyXN8|3C761w39HmqIayhLur3DZGLak7zJGhPgHI|bc1quYL55W0wQ6xRZYLOi33dGdcoHgVC4kOcYfnicP|1KXQsOrBxW8zWxcx4yNF1pStsDzcEdtB6K|bc1qMVEafSi37ForPOopwnwQuVjIPlEZTLoeL6TVgf|bc1qqdgSin9qSE5MJwVIUK2c3j2ZFYtjHKKLFcr17K|bc1q7DZOh5L5SBWsq6PqDT4iY5PnXhwazRNQMbrA4j|bc1q3JwRk6J6ridNJrPv8ZoNJl4DIDirg8V3l9G06W|3XnuBPIxSjv7qKVJFz8VcRJpMhXsPS0Ce3|3e1wTVWgB6D1ZfjYZNF0xjL3f23okyVxBA|12dMnPSPWyI7BdpPUoAJuy3JYZcIa2dXS2|3ccMFksVMV6Do43n3YwgJVft2U81a54qY3|bc1qj0glnHNprl5g8oscZtLt9yQzwq4hgNVM5BsVM4|1Lq6FicWoaa2o6bqBiDmTC7mNAtSDOtLG4|3SfLB5CAakKWErBr2ZvM43GzWFJaew17WA|bc1qC7H8RsxGP3UoMmfxDubmV85LGHlwlMDUy8GP9V|1Kzkmq8g90lu92qqNaCifeYhkK3y5CJRzh|bc1qlvcKW4nJK6wDLDQSxkZWw6pKtY5aXzcZf8Xozi|3xAakcfBwPUO9UpBndebdoUGKnch0uvJ4n|1qnearSShFUtYu7SSVyDMqojF6eTt1gGdb,0.50827183|0.52293962|0.5431278|0.50383858|0.54547933|0.5030135|0.52518741|0.54249309|0.53713149|0.54166605|0.53551284|0.52220011|0.54697435|0.51620635|0.53723979|0.50355884|0.51771031|0.54129895|0.53956961|0.51519736,0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.54787395,0.00074326,P2WPKH,PY,True,CoinJoin_Mixer
2026-08-04 09:21:26,190.40.2.52,70.110.5.63,57753,18333,1c8a5a6effdff58b2b24536346821df5aade1ed4e7303edd88bbdb2971c6e618,bc1qiBd5EBCq5RsKtnr0uOZfNgY3ANUAFao48vjU2q,18UsIDXCRnFwhj20waHquac8T8oJVpBVIM|bc1qx1c2U0kp10ekv7msBdEcqqRntRALb10bWLyS0d|3qFhO4RRYsoi79z76rs2oTdtb5WYafsXrq|1YZumdZ1uD13Mw1ACIoNpfmagWGDK6MdBs|1zpXSTYMgJicRYURtAnVYqQI2FtegaLDs4|bc1qt96dw2eKIcrebKCMm08fkOwzDYeEVh6OOjpFy2|bc1q4XQOmmqYCmJHPycwumFcj70QZ04X4CjAOLcPA8|bc1qP23Bao08icAcboMuCNnVQszpYaDkfPCou88u4P|3P6AaYzEe0yjg8pDkaKLkCDekHrp6h92XA|bc1qlZoToXrKGz4pPOV4VV0S84wyXvpTFFcBQYsznF|32gddtYjZh0CrICVvE2x0xwudLuzbvnhxs|1x0DCag6bpSoQpgwRQ48FMiCIPpABn0Tra,10.21291625,1.41032334|1.02927851|0.05442943|0.34867629|0.81642523|0.12346703|0.7501711|0.74731745|0.27818935|0.22443526|0.67046576|3.75753435,0.00220315,P2WPKH,CM,True,FanOut_Dispersal
2026-08-04 09:21:57,216.233.70.206,72.41.139.183,8332,18333,03652828309eac0eb1c464e445ef36551aff2f25c36e84babeaea50486adef41,bc1qKrakenSweepXyz,3qXQWLZGwgp6XGl82Uxp6X8bhg5y4kDIO2,386.76816235,386.76744084,0.00072151,P2WPKH,MV,False,Whitelisted_Institutional
2026-08-04 09:42:37,55.225.13.153,50.198.34.131,53864,8333,03891423bad9b9e0cdc3ddaa148df47ed77284ad9e3d27549cdc6c06d50bd3f6,39KQxc8qXTRwWkhQaZqxmqar0nBMZWCupt|bc1qJA2HMzVUbjkE0YzuPhbnJN0PR3ML5U5EtdVYuw|bc1qPOhkFcNsfQ2ewCEz7ow6LqEWeMvHJtlHvpYCZF,1yGJtqFcoY5AN5lZ8SxYwVnyfs25WWCTT3,0.44219853|0.11660039|0.39873201,0.95717521,0.00035572,P2SH,MX,False,Normal_P2P
