timestamp,src_ip,dst_ip,src_port,dst_port,txid,input_addresses,output_addresses,input_amounts,output_amounts,fee,script_type,geo_country,is_labeled_suspicious,attack_type,chain_id,chain_hop,remaining_balance,change_address,peel_amount,peel_destination_type
2026-08-04 14:05:22,221.16.194.123,66.97.174.250,53460,8332,47e707b039ca66c11f453b03ab7669a83292e4326b9208d4d0cbfedd3f5b8125,3sjTjrboiRafiGLHPqodKEf5uVL8h69lrT,bc1qrTXr3H711C5nerIaCLy3odElh8A0keU4mljtLH,1.36232085,1.36185857,0.00046228,P2SH,SA,False,Normal_P2P,,,,,,
2026-08-04 15:10:37,76.92.61.13,132.113.99.188,9050,8333,0125cfbf6c1d4be9a307033f5a83cce5319320dc84f3ecc16f627fbdff64a2ee,16n4DhgQUKCOzWgNy5V6QMUdFgO0NYuwah|17vukhDkG1BUDWLdogzAIFWDZimKVNxDWH|3voBz13aXHPSwv1FaOPsXi27kZyc9LVI0q|bc1qDyBQeMhJ85R66fdhzsjeDamc6YGpWrnUgHniHs|1na4TLYYtojweDwYIysSpP61oIfuY2rEq9|3FYW1hDItV1iV44ugoxIFvqx6cPLjTbssV|3VACiwBbmZCwXUD9UDSnEtoalBY0FuCldI|3qUQyjBIZ9BAiB3Qi61R6mI5DQwh3AFDd3|bc1qbq4GyQkRWWqvbGZVDJU7u0ApalOtBTF2EvpBeR|1oWq0D1UiTlRkNDgeCx2AhEAdsMHhqIJox|1Z7aKYl3U99Xa93lyEeAbeC2bn9ym2cvac|bc1qmlZl4xnhYjrB84anITUud2ML9uRnLhR9EHf3hy|3OsVYdZSCOZCkNwmEMMxCa1AYzEwz2kHP5|bc1q70KkV4W62ocqJcn3vlmakwcY4Xv8h2ouuS3ozF,bc1qYrWMUp2sp4KiYbIT9oh7qqkJBuLt2Lidi7yeCK|3j4xK1NJ3v9giyeoDoy61qtPF4pg4R3ABV|1aKO23tidkgvouafnVgNsPd0EKNqLhQpi8|bc1qHRpXt5XKT8sHEANZmmokKIvwMdvSP7r2uFWTGZ|bc1qkWRSDzkTqDOWw51NtxWyIk1aglTPNk2skzKpla|1XpqrJKWLOyZBiyqZv07wmeZOboeTfnwmM|1jZf6n0RAbGCOtrgQz0DBirRSvauCmABAj|1Pm1mza6MrfAimgv3r4mlD3GDA4b1mpsMc|32YD1gIbf0MJkRckIBqqVkqAumZJBVawsH|bc1qn0iIcQkFTqO8avFu2D6kyrtKaXKnHqAs0NTsC7|bc1qqndTfU07vz30i2Uz53WwsRGYUJ6jDRJgWtcC0I|1roz2c3opqAFnyNPbzR3h5llz14NWMVCOA|1FuLZyUJmQkFM0U9b0XN00NJihCq1ARe1Q|3byldeVJ73alYKVFMPJHjhjR7VVofT5HYt|1rWLzbxlMYBaqLk9o4UrWYRWRYeSgD1aN7,1.03053572|1.00948644|1.01186351|1.03583477|1.02799997|1.04848777|1.01324388|1.04508697|1.03481144|1.01339028|1.01777233|1.03542473|1.03310437|1.03568154,1|1|1|1|1|1|1|1|1|1|1|1|1|1|0.3919663,0.00075742,P2WPKH,IT,True,CoinJoin_Mixer,,,,,,
2026-08-04 15:17:50,116.103.7.205,43.53.97.214,55066,8333,05a4a693d9a2bdee348a859adac4dfd12ea7efdbb15785801cb855b0ddd74a9d,1cmWecKrnKU9avBGyjJyh5kr9CWXPe1Jc4|3qinrrveMPQmR0eifrCIeoBxtiKElY0sC0|1TiEz3PJhhRXVA2db04RwkhnrZRRAzyLeF,1i5xo5ENLDqC3CzxAx6X7SnRg4VW74nsig,0.16626234|0.31330582|1.34703116,1.82647598,0.00012334,P2WPKH,NP,False,Normal_P2P,,,,,,
2026-08-04 16:47:10,27.211.42.122,147.92.112.217,18332,18333,a555b4b24dbe50fd91d6762ae7fb6eb25ea5c09dd23b824e4dec5e65b87ea968,3HdnPlGvzK4rp1hAOE8zlphlNhPic9UTQi,1rgangRzvBjOhw8xGrP1jylP6pEqdaCd3d,0.01259038,0.01079301,0.00179737,P2WPKH,TD,True,Fee_Spike,,,,,,
2026-08-04 17:20:12,219.207.3.250,187.0.15.128,8332,18332,b618e3cf3ea290972700f64d037411d83c50281479bd385b308c24932f374a7d,bc1q7hsZ7dqIDhahCWojCcrsWbptxAG92OpYQUNdXo,bc1qM2FKizJrb1h5QdFVrifqwxxFhCK3Dbq4Cm0vxQ|bc1qs8XWuxt2PmeugeK5bixEpyKdc2k8tk1WB9pUYI,20.2844864,0.33674148|19.94676057,0.00098435,P2WPKH,CH,True,Peel_Chain,peel_7f8b0ab5b859,1.0,19.94676057,bc1qs8XWuxt2PmeugeK5bixEpyKdc2k8tk1WB9pUYI,0.33674148,mixer_service
2026-08-04 17:49:36,219.207.3.250,222.133.20.202,8332,8332,96adccb0502090da311d5418bf668a666e27dcb97610add991b94cb5a14c2846,bc1qs8XWuxt2PmeugeK5bixEpyKdc2k8tk1WB9pUYI,bc1q7tVJLqiXfrZtBV2HjGSMdg0J0tbXivwovdmP5u|bc1qNFbbXt2SFK2NBnqWsilRDEpWqyXpsrdAxGFisA,19.94676057,0.30386754|19.6426851,0.00020793,P2WPKH,ID,True,Peel_Chain,peel_7f8b0ab5b859,2.0,19.6426851,bc1qNFbbXt2SFK2NBnqWsilRDEpWqyXpsrdAxGFisA,0.30386754,darknet_market
2026-08-04 18:07:33,219.207.3.250,76.83.77.16,4444,8332,3c60a63885ac95938ba5bfeb917fd1bc00cebed235761fc4e8bc5d2d187a0f27,bc1qNFbbXt2SFK2NBnqWsilRDEpWqyXpsrdAxGFisA,bc1qKrakenSweepXyz,19.6426851,19.64186301,0.00082209,P2WPKH,CH,True,Peel_Chain,peel_7f8b0ab5b859,3.0,0.0,,19.64186301,institutional_exchange
2026-08-04 19:40:28,185.185.160.1,207.182.31.50,64820,18333,6d63558078ff4483ffef9242676838ed5caeec2ea0327e57a23672f92419270b,3kqB3Voft7B3815aDipayG3aQPw8rAq277,3PCwejU4tnJ9mxTAqqmbTwa5l6oKiPntx7,1.41160525,1.41117281,0.00043244,P2SH,SA,False,Normal_P2P,,,,,,
2026-08-04 19:59:03,94.110.152.194,132.194.30.93,65296,8333,d5008ff3478d0a861c86034b77db758ed5dfc0b39ceac0b722cc19a937bd1a1d,3Rh12NApbQfUP0Qnlb3EAro9Hz8mbSqhyF,bc1qvGai3IY4MOGInjY2WNEvBmXQqx5D5yhm9Tma37,0.65297521,0.65256133,0.00041388,P2SH,IT,False,Normal_P2P,,,,,,
2026-08-04 19:59:56,175.243.168.129,210.48.128.181,62543,18332,b61ae20c5dfbde302b779eccc6aa44b3812a2e0d0e49fb37fcb2ecb198f4e538,3qIwk3I5dQO96p97JjDaJ2FhivuZpG1tua|16PSVuIH71I0cvGmL9c1m8E3THYo3rgADX,bc1qiQe1hbaEgCL8s4t6r0K9htFXDIshQNUxELLCkx,0.03312176|0.19437981,0.22708609,0.00041548,P2WPKH,LA,False,Normal_P2P,,,,,,
2026-08-04 21:05:44,38.76.122.123,117.109.200.144,52324,18333,677b581594266de536a73ae7038087a07ad6997f3e23883c8dbf0c41272e068d,3EcGGF5rxU7c62TAr2tvkrEnk6qLgorfIF,1nP0st9aEQhaLhgmDZBdhz8Y0HYQ1MANlY|bc1qoFRmDrgKwrxXCYjrhyJcOOB4vi2CajF1n3GFkj|bc1qSvSWrVsy4NxDOJ5WGiu7vMzc0jfg5DV8YTo3k3|35dpcUBxNbkgBiNImEQnUAGWfb7fciaWJ1|3lT4NEZJDvMIieAxeeWshoLun65pRe28eJ|bc1q5FydRgD4qbuquViHT5P2oe64RVc86LLeI6qccF|bc1qvDW2o5bWmLxQbDyxhRIhhM4vv4ofazUYHcX2pd|1hlcvOpsLDhepHETw4nS6WsOGqRFd3RMrm|10GsIhSWcoBV7bZqKs7d0xbxBnxOHObV64|354YKUvZAATTdgySQ16CJJGkxU5iaX6fpH|3JcrqpOVatOZ0BbacwNIzJe3I7BpWqEok2|bc1qdhcQ1JcSdSqpQ1vSLveBFouxZzN2iuWuzOD8Mj|1sjKgntSUWS6xKOjVO779J9NTHh2XLOGtm|bc1qsppVwCUhoT2wvF4OLBzJZhHWzKiqrtfA8JNV32|1kzVSDg1ZbkeFGyAhRosuZuLgSe564NTBU,17.90660075,1.67155085|1.58761369|1.41335738|1.04045628|1.33316655|0.73787452|0.20627884|0.01128031|0.78337096|0.81965363|0.50237424|0.33377905|0.1766642|0.70218783|6.58374422,0.0032482,P2WPKH,CD,True,FanOut_Dispersal,,,,,,
2026-08-04 22:19:13,69.10.91.1,36.109.250.82,4444,18332,2eb28aab3b37da76916e5718305a00835a518306f46227f39c45dfc21dbf85fd,33qZ5GBkTE6I5NBldlDkCh3EB9ICgSjvmr,1UYIPn9aVl5pEfur8hx5gubCRDMqOucMC6,0.2546132,0.20450416,0.05010904,P2PKH,SN,True,Fee_Spike,,,,,,
2026-08-05 00:16:41,24.196.196.119,48.6.96.192,64735,18333,47763223237316b3f8758e8760f8fe35574e5a56cbbdc0d70afeaa5e28ad4d19,bc1qqUXtLERwg7n4vJmpWl8HfEypUVA2MUUMlOCGDu|bc1qJwNlurlEAjnAajrRrqMlEttELKVEeMG1PSy3mJ,398tqh7TJCOeqNuwRyq23CYfFg34pb0pw8,0.0649749|0.09547,0.1600148,0.0004301,P2PKH,TL,False,Normal_P2P,,,,,,
2026-08-05 01:02:12,130.66.170.164,202.97.60.143,60172,18332,108c98fcbf74ba1aa05ad589532100b9028da4074a6180f42b6709170389abc4,bc1qv2ROwstnXRj4pgpK8JPWeST287z2f4ELrHUcE2|bc1qkIjVFyQOPKbeT3nGal7I3NrUmkBZXvJRXUcmXj|1oGZ13VzU0qcdtumnhoaLtJTRe1ldXtkJu,1IUZnw1xaJRsRs25wAKa3yvthvtsKwspDm,0.1694891|0.26130704|1.3455362,1.77589026,0.00044208,P2WPKH,LC,False,Normal_P2P,,,,,,
2026-08-05 06:14:48,155.78.118.157,102.191.164.138,8333,8332,c6e407715dbd50a56fb698a52e34b9c067bc7473ad4c4e43b13dc4c710269349,1BinanceHotXyz,1OW4o5qPw39s1HwdTAm76OKtUorytAH7LY,282.64772962,282.64753237,0.00019725,P2WPKH,PE,False,Whitelisted_Institutional,,,,,,
2026-08-05 07:09:36,185.220.134.105,216.36.131.118,61856,18333,0973991d6ae06fc19d6174024ce0e797da1f2c05fee24c5611b220eca5bff1e0,1kGv14Yoz0P72nj3WEJi3hI7JpYtbCLvNf|39MAdui8nKCTRB6GTmXx1qFLq070mnanaC|3PYjrOwUZ84NYXKaafKiESgEOgxzzoccqQ,bc1qOm5Rfo71vqThQ2sVzcLt4Wa64OxLxggfWwZsd7,0.07300358|0.09388281|0.31197292,0.47875489,0.00010442,P2WPKH,CH,False,Normal_P2P,,,,,,
2026-08-05 08:10:13,173.43.120.84,212.69.190.212,8333,18332,c3c0853e2a12b84ae98522ddd135d0395fd4899578b7b60f83441226b496ce91,3KrakenDeposit,1wKqaRXiLhpuYhD5OOUMY4ezixMn1rR220,272.12823307,272.12765503,0.00057804,P2WPKH,MX,False,Whitelisted_Institutional,,,,,,
2026-08-05 09:39:22,205.86.14.174,25.138.223.113,62097,18332,80620c0b901d4f403f73b8f977009b664a4480498ec74d6e54ba1c0cc1b4b138,1hKIgn4MKLGDMEkrZhQ7XACumSXz9gPQFI|3lZT6WNPGiEJ0vn87VBi1FgPs1ZWYZqoJR|3rnoYiQqNk3I2ZoW3i895ZZcnoZnfKBLOZ,3kYNAL5QOsFmBnFTfc9AgNQGIp8nIVARZZ,0.15062914|0.07747148|0.2497428,0.47736685,0.00047657,P2SH,PH,False,Normal_P2P,,,,,,
2026-08-05 11:07:42,14.71.136.75,194.239.158.119,51657,8332,8c3a0d7abbc75419b3d3d1e3724e1ed7d1f9938ab672bc3917b3f929cb032de6,3oD3GaMmeEeMEJDg74gKgKQwGlEnI7CKAe|bc1qdp3GeZtiDkm2ZLCbt6rvoPxawSPMFZDnbEZo9Y|3lmEZMuqm4xcKqon0kUOwKdXV17I3V0fPv,bc1qKsANZSLMCC2RfOp4xfeMfmwtdNVR52kczHOOkG,0.01183817|0.06493592|0.12377055,0.20029872,0.00024592,P2PKH,KR,False,Normal_P2P,,,,,,
2026-08-05 12:41:19,17.80.112.55,187.219.183.119,18332,8333,11d1af5888a8fe583ed8f39b58e3b84f7fb81e67576e0758961cbba640fb3e6b,bc1qco74vGRnGBZL2KGUqSNuGg1HE1lFi50K1gv1wC,3VWPe4Kp6hATZusTCgXaRsIKhSubJOrSc4,0.07189444,0.05830439,0.01359005,P2PKH,KH,True,Fee_Spike,,,,,,
2026-08-05 15:33:26,42.128.226.181,141.162.179.80,55901,18333,a217e600488211d3bae73e7a275fe902c05dc69d13611cad4c29fed6c1e754b4,3NlpQCsCWQF6cm81mnRuAtn75g6XyXTVI3|38v5MoYk3opPhA1kZlh3L6BNCiLUbSu0eW,bc1qoNR8JXzz0I4NrTLPGfZd2cjKWskknsmhV2ocdd,0.40257122|1.27093834,1.67323995,0.00026961,P2WPKH,CZ,False,Normal_P2P,,,,,,
2026-08-05 17:52:58,70.87.96.190,200.149.141.243,64228,18333,247dcdf15cc7f0a7233296c2c43e8c5b698f7da8dd453abedb846e0c5b2359e6,12CugmEblqhgbvxLyYzsCje4z6Q6mEF6D7|3OyN5xFRaWQmiMIXS6YZaNz1hJe1rfHhTv,18TXHKuQyYFljFJSeWUJxe6MMlT7CL4FXc,0.0312086|1.44765924,1.47878351,8.433e-05,P2WPKH,JO,False,Normal_P2P,,,,,,
2026-08-05 19:00:07,74.152.49.148,221.37.192.246,52677,18332,c4f0250a17f1d1c0eb0e3f0d0e90eb7adf92c6651ccde3cbf34288c97eaa969e,1t2Ionu6OUmOfmQmAY63kFDsCZWBUoMXgV|1L8zjkGv695qmnRtQEaBBbCLjMgEzBKYdh,1Tqufctue3Prwi7oHa70fB3OxLhsnpQvlf,0.09501626|0.27540607,0.37020079,0.00022154,P2SH,WS,False,Normal_P2P,,,,,,
2026-08-05 19:53:34,197.65.115.26,192.73.156.61,9150,8333,cbe87f8efe32c9cbf55a062d264727891280c501822e38ad9494585c7c7cb228,bc1q0rLWEbUH1Wte8aZzeUeDc4IWwDoO1KevlpLeXF,bc1qTYtZqSMPpP5cEDdapZat3hrbVLWHlXbmxVVTcF|bc1q4Hy6MQbBHjtLu8xQRmmoSidl9s0FFdVAcSLD8K,44.071365,1.037867|43.03308812,0.00040988,P2WPKH,TL,True,Peel_Chain,peel_49d628f814ab,1.0,43.03308812,bc1q4Hy6MQbBHjtLu8xQRmmoSidl9s0FFdVAcSLD8K,1.037867,cashout_p2p
2026-08-05 20:15:33,197.65.115.26,146.236.3.200,18332,18332,35792ca52fe58b7552cab670ea667b1760cf500e86c8df6f5f28306614d2eebc,bc1q4Hy6MQbBHjtLu8xQRmmoSidl9s0FFdVAcSLD8K,bc1q0YN81em1jyguruckylhKzsCQ9jtLDaDqSsT7dG|bc1q3V43eUrUZJTJAXX9izpRJ5w8ixTsiEIBnyyuYy,43.03308812,0.31484774|42.71760084,0.00063954,P2WPKH,FI,True,Peel_Chain,peel_49d628f814ab,2.0,42.71760084,bc1q3V43eUrUZJTJAXX9izpRJ5w8ixTsiEIBnyyuYy,0.31484774,cashout_p2p
2026-08-05 20:44:51,197.65.115.26,188.33.245.71,8333,18333,f95c35f91be92b376ff4f49c9684d99b3e0fc8cd6a8026ffcd6e10270160243b,bc1q3V43eUrUZJTJAXX9izpRJ5w8ixTsiEIBnyyuYy,1BinanceHotXyz,42.71760084,42.717286,0.00031484,P2WPKH,EC,True,Peel_Chain,peel_49d628f814ab,3.0,0.0,,42.717286,institutional_exchange
2026-08-05 21:14:51,47.176.40.161,90.62.8.24,50887,8332,0161592eee125cc2bbfe52a10e51950afb1d4f4b117b6730338546f00a1b3ef8,bc1qq57ZszwufPjod9GmXJO4qsu9ctNkMF2bS8Qq9a|12uG45Dd6SZ4LsiPZhyzQLkFIKCYos1tA3|3Dh3mfh7yw9KHtthbewtwl9EDJHFcdXYn1,bc1qENd6W1SDSVXPYxdRWSwoljpi2f3ry7RG7k4MZe,0.0100512|0.08564519|0.3133811,0.40876042,0.00031707,P2SH,SR,False,Normal_P2P,,,,,,
2026-08-05 21:40:56,206.147.247.103,141.173.72.166,62064,18333,87d1dbb93fff62184e6385e152026107d0e80cead536ffb5d7db353fa4401745,3k6bXZiRnMHe9S8I3EMbDCejsYhsMnWvC0,1aGS0tN2RXrJjOn8ATwISUkAD5n0BRxlKO|bc1q4ffY5XfHjW2ZYIzIZ55oCiOhM6bjkDZdRX8tqX|bc1qMBPIY9KReXAtmG92HMcCnFveEdKw9VMkZnqFzG|17QyjKQl6WLNuf2HjJWGxOVFiYOE4yV7ch|3KnWKiI3n4F5Bs35ptAuFzGTn8uQaEogkX|1guNQVB4wNGMPTGSrcwFm8ttDd5gjoOudy|3hMy5HecN2BBd2o8XMwFq8Js49YA17Yeni|3DVFmhKEC4LRjBgyIUSiZuwRskYosx9xIM|3HKXbCmsxDpkhUJHO5ET5LABu63ePzIO63|1oVZPx3RpIRYrThY1HrNom5YA0v5bTKRlI,15.63401806,0.59047231|1.13508588|1.2790374|1.51513505|0.83971477|0.85420463|0.82091223|0.13497167|0.2370462|8.2253687,0.00206922,P2WPKH,LK,True,FanOut_Dispersal,,,,,,
2026-08-06 00:55:23,73.95.87.148,137.200.158.91,55162,8332,52c94ca46188849e23dbe44d873285270f3f2bc4bb0fff99cd0918948a245bdf,1fbTnNLWRzHGFuSwvF6nqqIxMJVSqvskK8|bc1qVsxkDzp82GdQ5GNAX5VoVgGHzBP5Kxg7Ln4jrD|bc1qSIKCkBg2STMX1NleV0vdmlIpeQbrYq7MDSZOed,3EGaJSjTVGKc7CZ2U6EMgqZKIDRD8gzJiv,0.59313361|0.59829503|0.66335763,1.85469313,9.314e-05,P2PKH,TD,False,Normal_P2P,,,,,,
2026-08-06 01:58:56,206.153.250.211,172.101.191.53,51503,8333,a890cd2a8a129f9929b60b93ff3b62b6b5bfd5fca98bd53d22da7fd231dcd633,1SRe2a8FwTg07ilp5aSrut2Rxuweq6PSQT|bc1qHd4dliuKgXgf0FopRLU5iPYiyW9IG40dekm8bA|bc1qZuw9O4lHO9lFgor3kFUqLd8F9TWaTwM4TqGeHy,37EfREC7hd6K44T4JUUfvftw8wMpMifmIi,0.08605394|0.18725768|1.17527964,1.44838418,0.00020708,P2WPKH,UY,False,Normal_P2P,,,,,,
2026-08-06 07:10:46,123.137.175.145,155.229.138.32,4444,8333,8062feb1b8e6b3e078f8a1ef8f63365d00ce9b505ef02522312850f3ff71f729,bc1qcqr34ri8qizXbHR0eYoPO82zpM9cidSPhj4a8O,bc1qAeqAJj5KOCzgcp1WtbEaQ1v7SHa34IlrwCgM5D|bc1qcAifTXkVs1qaNXgj7UMHm7C8WdGJkVvKqrC2yT,44.01111333,0.23172915|43.77921344,0.00017074,P2WPKH,RW,True,Peel_Chain,peel_3ab8ace1772a,1.0,43.77921344,bc1qcAifTXkVs1qaNXgj7UMHm7C8WdGJkVvKqrC2yT,0.23172915,privacy_wallet
2026-08-06 07:34:40,123.137.175.145,123.68.76.1,4444,18333,c8084808a2235cb0ef6d448bb170c1244fbdc1402634cc3eb40affee4b4c124b,bc1qcAifTXkVs1qaNXgj7UMHm7C8WdGJkVvKqrC2yT,bc1qvziGzU1HjEOX02kcOSCoxuv2ghBxeRjJ28Hy2l|bc1q1dWp1FlidjurcI6bMbBXCm7OI4YHm33U8NBusr,43.77921344,1.06625177|42.71278013,0.00018154,P2WPKH,SV,True,Peel_Chain,peel_3ab8ace1772a,2.0,42.71278013,bc1q1dWp1FlidjurcI6bMbBXCm7OI4YHm33U8NBusr,1.06625177,mixer_service
2026-08-06 08:01:29,123.137.175.145,26.141.192.107,4444,8333,423e59072557ae5027265dc8ea8d87397fe988ca99378376e4f7de943de8abe3,bc1q1dWp1FlidjurcI6bMbBXCm7OI4YHm33U8NBusr,bc1qAnYZSaHR7Ecr1QDMar28N6UYdDhOJjCqhlQVtN|bc1qd03H64uD3FarEbjkuaktlwiHe03hupeXIDVWaw,42.71278013,0.21977414|42.4920468,0.00095919,P2WPKH,SA,True,Peel_Chain,peel_3ab8ace1772a,3.0,42.4920468,bc1qd03H64uD3FarEbjkuaktlwiHe03hupeXIDVWaw,0.21977414,mixer_service
2026-08-06 08:24:09,123.137.175.145,188.208.129.60,9050,18332,4594dac272ba3563ee7682aefec0d992db0360ed08ffba9d27f5a9e4c711a212,bc1qd03H64uD3FarEbjkuaktlwiHe03hupeXIDVWaw,bc1qFwfrh86aq58TxuJ4nXjzMWxJ4qoCLc6Plmd8wm|bc1qYBjZ0mm0Mit9enAJ1AmAQmO38QKXxAVwUK94xo,42.4920468,0.49634241|41.99481487,0.00088952,P2WPKH,SY,True,Peel_Chain,peel_3ab8ace1772a,4.0,41.99481487,bc1qYBjZ0mm0Mit9enAJ1AmAQmO38QKXxAVwUK94xo,0.49634241,cashout_p2p
2026-08-06 08:44:54,123.137.175.145,122.132.33.146,4444,18333,8c05b2e1ebd8a762623b22d237135a92d9f0b43ef8360e51b265a3178c885f49,bc1qYBjZ0mm0Mit9enAJ1AmAQmO38QKXxAVwUK94xo,3KrakenDeposit,41.99481487,41.99415924,0.00065563,P2WPKH,CI,True,Peel_Chain,peel_3ab8ace1772a,5.0,0.0,,41.99415924,institutional_exchange
2026-08-06 09:24:17,193.126.188.119,160.132.4.5,58546,18333,d9ae51df6bb8a73b31a62a920807254ba486f05540551e6b9ae1eb406f793463,bc1qiPEM41xCOYc1ctoWYSKIAn4UpHbHECe2J58T3w|bc1qaMjEdB3yd7OVjh7r5ZKVAqaeiK3wAvYuN65zPh|1ZZcw0QvpUpDSm2mC2BaOwSoMYrmsI9pjK,1UdyE6Q7HGKpnQ0TVlM6EQiIdnFU1IGWpM,0.16309844|0.02525905|0.49795948,0.68601949,0.00029748,P2PKH,MG,False,Normal_P2P,,,,,,
2026-08-06 11:29:35,202.112.113.102,209.202.62.97,9050,8332,92aa91f91a0a1660cc8b38a2f9fe97b1c0e1d0452bed70d894a0db7b5d310f9a,bc1qPkLINO7uXggnUIQnxCQQj9Ds5fZTvvWGvgSCec|bc1qh0OPk9pkjI7ozlNAbMmKyRmUYdg2luCq1GNLLK|3vCkPX4KPtohxiyKJAEH45kkrl0M17EmxI|bc1qEQz0EfbVsrHkCUVIhhWZwZcSH9gZUs9BvYB9Wo|bc1qKvSNkimmdvrHuRrq19Qf7W491h1pSZVPEJqzCN|1yUR2CEK10f8NR0Xy8ZEurHi0W3VcMZb5j|3a7mQiOj5qOpx4kysRoORaDioQaRY9Aiex|bc1qXgwsxY2NPeILkvnU5MBn3ihTvAXpNpLSr6b02m|bc1qFUsd37EgEKG895i1JwQV7VbeqcdWFMFzRfHMrt|bc1q58juKVONtB7op5hLdPOkaiaEvGYqxU2Th3uAGq|bc1qMEFd1kjV3PhTa1acw5l7cXSOnp4tZJhPdnFcy2|3VtfCwsWTpw89WTHXj5bHNQauVxTtm8A78|1Sf53GRx8ffiYeJA7oqtXRTtqemWKjkCzH,1CC0fYsRLn1jS8ydsYk70IIfgXhdWnmyQ6|1KqYbd3Bh4ZucCkJYybQknlr2cMpszIdri|1NXp9HbxSDWvJtqbLbYrYDwKojpoHXTV6J|3v00kKXR4bR6IIl92EtEfonGa4miS40ubK|1W017x6ygsij6X7Ok8R5WnKktQhT66y97c|bc1qtYLNgEuevtN7YPTuanQvWScBAkz2vxZWJVnBXc|1t7ekxTH3fKMDb6k3jgmlRSTqrodJ0jwAs|bc1qMDgmN8DhWD3qNyxxlcBqZIjRfPYzUodyG7Q6Jo|3e3SF3XQMhUk98YhA9A9MZp44eyyurC2WM|bc1qWgjJK7ggWW122qOJDkyMQyy2QdDqxuXt01Q8os|bc1qBZqzOlnZTV1YFjtFi02blZZpC4RqZFNhbxKl1K|3vZqZfbd0WnnnmOF17QDikXnL6SRr30Cns|bc1qZygFP0xOLsgd9N1qS3sjV3XXLOQSO9qzycRJlT|163Onn2A2xKChdNJMDmhQGz1j9v939i1lf,0.53380685|0.5258405|0.54862221|0.52009584|0.51723903|0.51085883|0.5347526|0.52988363|0.5169249|0.52559774|0.53883451|0.53806363|0.52992203,0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.36891282,0.00152948,P2WPKH,AU,True,CoinJoin_Mixer,,,,,,
2026-08-06 12:22:19,157.94.218.202,213.245.87.193,50092,18333,16985a52f45f49ee08644edf37249efefc9df9c8771640e234d4ae9f7d208db7,1iqmzJ0S8PQE6pj1KSLOpi65eyMrbyYjB5|15SzwGx42TfrnVPeVIctyfBDcTdjgjPtje|3dzp2bjCyxQ7wSenRUnrxXLnDDWsU3kFWe,bc1qPNV8gUFAgrSL0CLLr90et0zIlCyfa4ID9iX6Fq,0.61206652|0.13395831|0.81710755,1.56304226,9.012e-05,P2PKH,LU,False,Normal_P2P,,,,,,
2026-08-06 12:58:47,181.70.185.198,142.91.71.254,49593,18333,348da04a40949a19c398c856f5457b356ae49e4023575b7b5e3307b13859546c,1TXgRivl24iKFWuiOpGHuPWOEYDymd6ZvG|bc1qQydaryFwisWNdzj5X1TtcggtIL2dZv6vB5fjDa|1iKVNC6qqSt4zfjZZCVjhPQvGbEfhT2aPW,1O5gVfXnC4LF0qZck7FSuFqsqO0apqSGTZ,0.00128976|0.03389601|0.46015504,0.49512131,0.0002195,P2PKH,CO,False,Normal_P2P,,,,,,
2026-08-06 17:42:44,159.83.180.155,199.160.118.128,63828,8333,52de99f778cd25fed19ac836814a9b9dc9c96ec1d353427ea98b384819b6f97b,1q9XfYedoMvEMuHO7OtKrMrxAyIuI1Qlym|bc1qO4o8edwwqgy6A0no7vdSJwri1ICvV9pMcKN3j1,1fDwRAEgDsjevgR15jALoaKclMwgfXNJAH,0.10167839|0.47353043,0.57471358,0.00049524,P2SH,VA,False,Normal_P2P,,,,,,
